step,actual,predicted,error,is_anomaly
235.0,6.08,6.008584,0.07141597747802741,False
236.0,6.08,6.008709,0.0712910461425782,False
237.0,6.08,6.0088077,0.07119234085083015,False
238.0,6.08,6.008885,0.07111509323120124,False
239.0,6.4488912323483,6.011938,0.43695313725552687,False
240.0,6.08,6.014005,0.06599481582641609,False
241.0,6.08,6.0149903,0.06500967025756843,False
242.0,6.08,6.0152965,0.06470354080200202,False
243.0,6.08,6.0151806,0.06481941223144538,False
244.0,6.08,6.014815,0.06518514633178718,False
245.0,6.08,6.0143123,0.06568773269653327,False
246.0,6.08,6.01375,0.06624992370605476,False
247.0,6.08,6.013177,0.06682308197021491,False
248.0,6.08,6.012625,0.06737478256225593,False
249.0,6.08,6.0121107,0.0678892898559571,False
250.0,6.08,6.0116453,0.06835468292236335,False
251.0,6.08,6.011232,0.06876810073852546,False
252.0,6.08,6.01087,0.06913002014160163,False
253.0,6.08,6.0105596,0.06944044113159187,False
254.0,6.08,6.0102944,0.0697055625915528,False
255.0,6.08,6.0100713,0.06992872238159187,False
256.0,6.08,6.009885,0.07011516571044929,False
257.0,6.08,6.00973,0.0702701377868653,False
258.0,6.08,6.009603,0.07039697647094734,False
259.0,6.08,6.009499,0.07050092697143562,False
260.0,6.08,6.0094156,0.07058437347412116,False
261.0,6.08,6.0093484,0.0706516075134278,False
262.0,6.08,6.009295,0.07070501327514656,False
263.0,6.08,6.0092525,0.07074745178222663,False
264.0,6.08,6.009219,0.07078083038330085,False
265.0,6.08,6.0091934,0.07080657958984382,False
266.0,6.08,6.0091724,0.07082756042480476,False
267.0,6.08,6.0091577,0.07084234237670906,False
268.0,6.08,6.0091457,0.07085426330566413,False
269.0,6.08,6.0091367,0.07086332321166999,False
270.0,6.08,6.0091295,0.07087047576904304,False
271.0,4.973732009231233,5.999993,1.0262608382113942,False
272.0,6.08,5.993938,0.0860620307922364,False
273.0,6.08,5.991091,0.08890922546386726,False
274.0,5.058560079055652,5.9817543,0.9231942239228639,False
275.0,6.08,5.9765654,0.10343463897705085,False
276.0,6.08,5.9750834,0.10491664886474616,False
277.0,6.08,5.9758635,0.10413654327392585,False
278.0,6.08,5.9779754,0.10202463150024421,False
279.0,6.08,5.9807997,0.0992003250122071,False
280.0,5.931527106459044,5.9827065,0.051179440324403025,False
281.0,6.08,5.985058,0.0949421691894532,False
282.0,6.08,5.987715,0.09228523254394538,False
283.0,6.08,5.9904203,0.08957965850830085,False
284.0,6.08,5.9930205,0.08697946548461921,False
285.0,6.08,5.995428,0.08457191467285163,False
286.0,5.977322442457721,5.9967594,0.01943697221513041,False
287.0,6.08,5.998114,0.08188589096069343,False
288.0,6.08,5.9995174,0.08048255920410163,False
289.0,6.08,6.00087,0.07912977218627937,False
290.0,6.08,6.002122,0.07787807464599616,False
291.0,6.08,6.003247,0.07675321578979499,False
292.0,6.08,6.0042377,0.0757623481750489,False
293.0,6.08,6.0050955,0.07490451812744148,False
294.0,6.08,6.005829,0.07417114257812507,False
295.0,6.08,6.0064487,0.07355125427246101,False
296.0,6.08,6.006967,0.07303293228149421,False
297.0,6.08,6.007397,0.07260282516479499,False
298.0,6.08,6.00775,0.07224996566772468,False
299.0,6.08,6.008039,0.07196100234985359,False
300.0,6.08,6.008273,0.07172687530517585,False
301.0,6.08,6.0084605,0.07153947830200202,False
302.0,6.08,6.0086117,0.07138832092285163,False
303.0,6.08,6.008731,0.07126911163330085,False
304.0,6.08,6.008825,0.07117517471313484,False
305.0,6.08,6.0088983,0.07110174179077156,False
306.0,6.08,6.008955,0.07104499816894538,False
307.0,6.08,6.0089993,0.07100065231323249,False
308.0,6.08,6.009033,0.07096679687500007,False
309.0,6.08,6.0090575,0.07094247817993171,False
310.0,6.08,6.0090766,0.07092340469360359,False
311.0,6.063584014042966,6.0089574,0.05462662802612073,False
312.0,6.08,6.008877,0.0711231994628907,False
313.0,6.08,6.0088425,0.07115753173828132,False
314.0,6.08,6.0088344,0.07116563796997077,False
315.0,6.08,6.008844,0.07115610122680671,False
316.0,6.08,6.008863,0.07113702774047859,False
317.0,6.08,6.0088873,0.07111270904541023,False
318.0,6.08,6.008913,0.07108695983886726,False
319.0,6.08,6.0089397,0.07106025695800788,False
320.0,6.08,6.008964,0.07103593826293952,False
321.0,6.08,6.008987,0.07101305007934577,False
322.0,6.08,6.0090075,0.07099254608154304,False
323.0,6.08,6.0090256,0.07097442626953132,False
324.0,6.08,6.0090413,0.07095869064331062,False
325.0,6.08,6.0090547,0.07094533920288093,False
326.0,6.08,6.009066,0.07093389511108406,False
327.0,6.08,6.009075,0.0709248352050782,False
328.0,6.08,6.0090837,0.07091625213623054,False
329.0,6.08,6.0090895,0.0709105300903321,False
330.0,6.08,6.009095,0.07090480804443366,False
331.0,6.08,6.0090995,0.07090051651000984,False
332.0,6.08,6.009103,0.07089717864990241,False
333.0,6.08,6.0091057,0.0708943176269532,False
334.0,6.08,6.009108,0.07089193344116218,False
335.0,6.08,6.0091095,0.07089050292968757,False
336.0,6.08,6.009111,0.07088907241821296,False
337.0,6.08,6.009112,0.07088811874389656,False
338.0,6.08,6.009113,0.07088716506958015,False
339.0,6.08,6.0091133,0.07088668823242195,False
340.0,6.08,6.0091143,0.07088573455810554,False
341.0,6.08,6.0091147,0.07088525772094734,False
342.0,6.08,6.0091147,0.07088525772094734,False
343.0,6.08,6.0091157,0.07088430404663093,False
344.0,6.08,6.009115,0.07088478088378913,False
345.0,6.08,6.009115,0.07088478088378913,False
346.0,6.08,6.009115,0.07088478088378913,False
347.0,6.08,6.009115,0.07088478088378913,False
348.0,6.08,6.009115,0.07088478088378913,False
349.0,6.08,6.0091157,0.07088430404663093,False
350.0,6.08,6.009115,0.07088478088378913,False
351.0,6.08,6.009115,0.07088478088378913,False
352.0,6.08,6.009115,0.07088478088378913,False
353.0,6.08,6.0091157,0.07088430404663093,False
354.0,6.08,6.009115,0.07088478088378913,False
355.0,6.08,6.009115,0.07088478088378913,False
356.0,6.08,6.009115,0.07088478088378913,False
357.0,6.08,6.009115,0.07088478088378913,False
358.0,6.08,6.009115,0.07088478088378913,False
359.0,6.08,6.009115,0.07088478088378913,False
360.0,6.08,6.009115,0.07088478088378913,False
361.0,6.08,6.009115,0.07088478088378913,False
362.0,6.08,6.009115,0.07088478088378913,False
363.0,6.08,6.009115,0.07088478088378913,False
364.0,6.08,6.009115,0.07088478088378913,False
365.0,6.08,6.009115,0.07088478088378913,False
366.0,6.08,6.009115,0.07088478088378913,False
367.0,6.08,6.009115,0.07088478088378913,False
368.0,6.32378164340727,6.011097,0.3126846890615669,False
369.0,6.26532148404032,6.013934,0.25138734860330825,False
370.0,6.08,6.015577,0.06442316055297859,False
371.0,6.08,6.0162377,0.06376226425170906,False
372.0,6.08,6.0162888,0.06371124267578132,False
373.0,6.08,6.0159683,0.06403167724609382,False
374.0,6.08,6.0154376,0.0645623970031739,False
375.0,6.08,6.0148034,0.06519659042358406,False
376.0,6.08,6.0141354,0.06586463928222663,False
377.0,6.08,6.0134773,0.06652267456054695,False
378.0,6.08,6.012856,0.06714399337768562,False
379.0,6.08,6.012288,0.06771190643310554,False
380.0,6.08,6.0117793,0.06822069168090827,False
381.0,6.08,6.011333,0.0686670112609864,False
382.0,6.08,6.0109453,0.06905467987060554,False
383.0,6.08,6.010614,0.06938608169555671,False
384.0,6.08,6.0103335,0.06966646194458015,False
385.0,6.08,6.010098,0.06990201950073249,False
386.0,6.08,6.009903,0.07009704589843757,False
387.0,6.08,6.009742,0.07025821685791023,False
388.0,6.08,6.00961,0.07038982391357429,False
389.0,6.08,6.009504,0.07049615859985359,False
390.0,6.08,6.009417,0.07058294296264656,False
391.0,6.08,6.0093484,0.0706516075134278,False
392.0,6.08,6.009294,0.07070596694946296,False
393.0,6.08,6.009251,0.07074888229370124,False
394.0,6.08,6.0092173,0.07078273773193366,False
395.0,6.08,6.0091906,0.07080944061279304,False
396.0,6.08,6.0091705,0.07082946777343757,False
397.0,6.08,6.0091553,0.07084472656250007,False
398.0,6.08,6.0091434,0.07085664749145515,False
399.0,6.08,6.0091343,0.07086570739746101,False
400.0,6.08,6.009128,0.07087190628051765,False
401.0,6.08,6.009123,0.07087715148925788,False
402.0,6.08,6.00912,0.0708800125122071,False
403.0,6.08,6.0091176,0.07088239669799812,False
404.0,6.08,6.009116,0.07088382720947273,False
405.0,6.08,6.009115,0.07088478088378913,False
406.0,6.08,6.0091143,0.07088573455810554,False
407.0,6.08,6.0091133,0.07088668823242195,False
408.0,6.08,6.0091143,0.07088573455810554,False
409.0,6.08,6.0091133,0.07088668823242195,False
410.0,4.563393232538074,5.9965363,1.4331430223447388,False
411.0,6.08,5.9882464,0.0917535591125489,False
412.0,6.08,5.98435,0.09564979553222663,False
413.0,6.08,5.9832077,0.09679229736328132,False
414.0,6.08,5.98378,0.09622009277343757,False
415.0,6.08,5.9853673,0.09463270187377937,False
416.0,4.651394292494997,5.9755874,1.3241930755164777,False
417.0,4.751039978598028,5.9588714,1.207831385995478,False
418.0,6.08,5.950282,0.1297179031372071,False
419.0,6.08,5.94808,0.13191993713378913,False
420.0,6.500887051602185,5.953263,0.5476242456634646,False
421.0,6.08,5.9595504,0.12044961929321296,False
422.0,6.08,5.965804,0.11419589996337898,False
423.0,6.08,5.9717712,0.10822875976562507,False
424.0,6.08,5.9772906,0.1027093696594239,False
425.0,6.08,5.982275,0.09772499084472663,False
426.0,6.08,5.986692,0.09330804824829109,False
427.0,6.08,5.9905453,0.08945472717285163,False
